Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST
2425,D2,2024-11-24,Regensburg,Magdeburg,0,1,A,11.0,9.0,1.0,3.0
2425,E1,2024-11-24,Swansea,Leeds,3,4,A,10.0,13.0,5.0,4.0
2425,I2,2024-11-24,Bari,Cittadella,3,2,H,15.0,13.0,5.0,3.0
2425,I2,2024-11-24,Cremonese,Frosinone,1,0,H,16.0,11.0,6.0,1.0
2425,I2,2024-11-24,Palermo,Sampdoria,1,1,D,26.0,8.0,8.0,2.0
2425,I2,2024-11-24,Spezia,Sudtirol,3,0,H,18.0,7.0,6.0,1.0
2425,SP2,2024-11-24,Albacete,Tenerife,2,1,H,14.0,9.0,3.0,2.0
2425,SP2,2024-11-24,Elche,Oviedo,4,0,H,23.0,4.0,10.0,1.0
2425,SP2,2024-11-24,Huesca,Castellon,1,1,D,10.0,22.0,3.0,9.0
2425,SP2,2024-11-24,La Coruna,Sp Gijon,1,1,D,4.0,14.0,3.0,6.0
2425,SP2,2024-11-24,Mirandes,Eldense,1,0,H,9.0,10.0,3.0,2.0
2425,F2,2024-11-25,Dunkerque,Ajaccio,1,0,H,22.0,1.0,6.0,0.0
2425,E1,2024-11-26,Burnley,Coventry,2,0,H,12.0,3.0,3.0,1.0
2425,E1,2024-11-26,Hull,Sheffield Weds,0,2,A,9.0,16.0,3.0,4.0
2425,E1,2024-11-26,Norwich,Plymouth,6,1,H,19.0,13.0,10.0,4.0
2425,E1,2024-11-26,Sheffield United,Oxford,3,0,H,14.0,9.0,8.0,3.0
2425,E1,2024-11-26,Stoke,Preston,0,0,D,12.0,8.0,1.0,3.0
2425,E1,2024-11-26,Sunderland,West Brom,0,0,D,18.0,2.0,2.0,0.0
2425,E1,2024-11-26,Watford,Bristol City,1,0,H,7.0,14.0,1.0,5.0
2425,SP2,2024-11-26,Almeria,Cordoba,4,0,H,10.0,10.0,7.0,3.0
2425,E1,2024-11-27,Cardiff,QPR,0,2,A,24.0,10.0,7.0,5.0
2425,E1,2024-11-27,Derby,Swansea,1,2,A,18.0,3.0,7.0,2.0
2425,E1,2024-11-27,Leeds,Luton,3,0,H,20.0,7.0,11.0,4.0
2425,E1,2024-11-27,Middlesbrough,Blackburn,0,1,A,10.0,7.0,2.0,2.0
2425,SP2,2024-11-27,Castellon,Ferrol,0,0,D,17.0,14.0,8.0,5.0
2425,SP2,2024-11-27,Levante,Malaga,4,2,H,23.0,13.0,8.0,4.0
2425,D2,2024-11-29,Magdeburg,Hertha,1,3,A,12.0,12.0,2.0,7.0
2425,D2,2024-11-29,Schalke 04,Kaiserslautern,0,3,A,16.0,16.0,6.0,9.0
2425,E1,2024-11-29,Sheffield United,Sunderland,1,0,H,14.0,16.0,4.0,2.0
2425,I2,2024-11-29,Reggiana,Sassuolo,0,2,A,18.0,8.0,5.0,4.0
2425,SP2,2024-11-29,Oviedo,Huesca,0,3,A,19.0,13.0,4.0,9.0
2425,D2,2024-11-30,Braunschweig,Regensburg,0,0,D,8.0,18.0,1.0,5.0
2425,D2,2024-11-30,Darmstadt,Preußen Münster,0,0,D,15.0,4.0,2.0,2.0
2425,D2,2024-11-30,Elversberg,Paderborn,1,3,A,6.0,17.0,2.0,6.0
2425,D2,2024-11-30,FC Koln,Hannover,2,2,D,15.0,5.0,3.0,3.0
2425,E1,2024-11-30,Blackburn,Leeds,1,0,H,11.0,13.0,2.0,5.0
2425,E1,2024-11-30,Bristol City,Plymouth,4,0,H,25.0,4.0,12.0,2.0
2425,E1,2024-11-30,Coventry,Cardiff,2,2,D,11.0,10.0,6.0,4.0
2425,E1,2024-11-30,Middlesbrough,Hull,3,1,H,21.0,10.0,9.0,3.0
2425,E1,2024-11-30,Norwich,Luton,4,2,H,16.0,12.0,6.0,3.0
2425,E1,2024-11-30,Oxford,Millwall,1,1,D,8.0,11.0,3.0,3.0
2425,E1,2024-11-30,Preston,West Brom,1,1,D,13.0,8.0,6.0,3.0
2425,E1,2024-11-30,Stoke,Burnley,0,2,A,14.0,16.0,5.0,4.0
2425,E1,2024-11-30,Swansea,Portsmouth,2,2,D,22.0,6.0,6.0,4.0
2425,E1,2024-11-30,Watford,QPR,0,0,D,17.0,16.0,6.0,1.0
2425,I2,2024-11-30,Brescia,Bari,1,1,D,12.0,14.0,4.0,2.0
2425,I2,2024-11-30,Cittadella,Juve Stabia,2,2,D,15.0,7.0,7.0,4.0
2425,I2,2024-11-30,Mantova,Modena,0,0,D,18.0,10.0,4.0,4.0
2425,I2,2024-11-30,Sampdoria,Catanzaro,3,3,D,15.0,5.0,7.0,4.0
2425,I2,2024-11-30,Sudtirol,Cremonese,0,4,A,12.0,15.0,2.0,8.0
2425,SP2,2024-11-30,Almeria,Granada,2,1,H,16.0,8.0,8.0,5.0
2425,SP2,2024-11-30,Cadiz,La Coruna,2,4,A,11.0,13.0,5.0,6.0
2425,SP2,2024-11-30,Santander,Mirandes,0,1,A,19.0,10.0,2.0,4.0
2425,SP2,2024-11-30,Tenerife,Elche,1,1,D,13.0,7.0,2.0,2.0
2425,SP2,2024-11-30,Zaragoza,Albacete,0,1,A,19.0,7.0,2.0,2.0
2425,D2,2024-12-01,Karlsruhe,Hamburg,1,3,A,18.0,19.0,4.0,8.0
2425,D2,2024-12-01,Nurnberg,Fortuna Dusseldorf,2,2,D,14.0,15.0,5.0,6.0
2425,D2,2024-12-01,Ulm,Greuther Furth,1,1,D,8.0,14.0,5.0,2.0
2425,E1,2024-12-01,Derby,Sheffield Weds,1,2,A,13.0,10.0,4.0,2.0
2425,I2,2024-12-01,Frosinone,Cesena,3,2,H,12.0,9.0,7.0,7.0
2425,I2,2024-12-01,Palermo,Spezia,2,0,H,19.0,10.0,9.0,1.0
2425,I2,2024-12-01,Pisa,Cosenza,2,2,D,16.0,18.0,6.0,5.0
2425,I2,2024-12-01,Salernitana,Carrarese,4,1,H,20.0,16.0,10.0,6.0
2425,SP2,2024-12-01,Castellon,Malaga,2,0,H,14.0,7.0,8.0,2.0
2425,SP2,2024-12-01,Eldense,Ferrol,0,0,D,13.0,5.0,2.0,1.0
2425,SP2,2024-12-01,Levante,Burgos,3,1,H,9.0,8.0,3.0,3.0
2425,SP2,2024-12-01,Sp Gijon,Cordoba,2,0,H,8.0,11.0,5.0,4.0
2425,SP2,2024-12-02,Eibar,Cartagena,1,0,H,18.0,6.0,7.0,2.0
2425,F2,2024-12-03,Ajaccio,Bastia,0,0,D,4.0,5.0,2.0,0.0
2425,D2,2024-12-06,Elversberg,Nurnberg,2,1,H,20.0,14.0,5.0,6.0
2425,D2,2024-12-06,Paderborn,Schalke 04,2,4,A,5.0,25.0,4.0,10.0
2425,E1,2024-12-06,Burnley,Middlesbrough,1,1,D,15.0,10.0,4.0,5.0
2425,F2,2024-12-06,Annecy,Clermont,2,0,H,18.0,15.0,8.0,3.0
2425,F2,2024-12-06,Laval,Caen,1,0,H,7.0,9.0,3.0,4.0
2425,F2,2024-12-06,Lorient,Troyes,2,0,H,13.0,7.0,6.0,1.0
2425,F2,2024-12-06,Martigues,Guingamp,0,1,A,12.0,14.0,3.0,2.0
2425,F2,2024-12-06,Red Star,Bastia,0,0,D,5.0,20.0,0.0,11.0
2425,F2,2024-12-06,Rodez,Pau FC,1,0,H,21.0,15.0,6.0,4.0
2425,I2,2024-12-06,Juve Stabia,Sudtirol,2,1,H,16.0,13.0,4.0,4.0
2425,SP2,2024-12-06,Mirandes,Levante,2,1,H,8.0,14.0,3.0,2.0
2425,D2,2024-12-07,Greuther Furth,Hertha,2,1,H,14.0,13.0,5.0,3.0
2425,D2,2024-12-07,Hannover,Ulm,3,2,H,23.0,8.0,8.0,3.0
2425,D2,2024-12-07,Kaiserslautern,Karlsruhe,3,1,H,9.0,9.0,5.0,1.0
2425,D2,2024-12-07,Preußen Münster,Magdeburg,1,2,A,15.0,15.0,4.0,5.0
2425,E1,2024-12-07,Hull,Blackburn,0,1,A,14.0,5.0,6.0,1.0
2425,E1,2024-12-07,Leeds,Derby,2,0,H,18.0,3.0,6.0,1.0
2425,E1,2024-12-07,Luton,Swansea,1,1,D,8.0,20.0,2.0,10.0
2425,E1,2024-12-07,Millwall,Coventry,0,1,A,9.0,14.0,0.0,3.0
2425,E1,2024-12-07,Portsmouth,Bristol City,3,0,H,13.0,11.0,8.0,2.0
2425,E1,2024-12-07,QPR,Norwich,3,0,H,9.0,5.0,5.0,1.0
2425,E1,2024-12-07,Sheffield Weds,Preston,1,1,D,13.0,14.0,4.0,7.0
2425,E1,2024-12-07,Sunderland,Stoke,2,1,H,25.0,11.0,10.0,3.0
2425,F2,2024-12-07,Ajaccio,Paris FC,0,2,A,10.0,14.0,4.0,6.0
2425,F2,2024-12-07,Grenoble,Amiens,0,2,A,8.0,19.0,3.0,7.0
2425,I2,2024-12-07,Bari,Cesena,1,0,H,5.0,18.0,3.0,3.0
2425,I2,2024-12-07,Carrarese,Palermo,1,0,H,12.0,15.0,4.0,0.0
2425,I2,2024-12-07,Cosenza,Frosinone,0,1,A,16.0,14.0,4.0,6.0
2425,I2,2024-12-07,Mantova,Pisa,2,3,A,15.0,15.0,7.0,6.0
2425,I2,2024-12-07,Modena,Salernitana,1,1,D,14.0,11.0,5.0,3.0
2425,SP2,2024-12-07,Elche,Cadiz,2,1,H,15.0,9.0,6.0,4.0
2425,SP2,2024-12-07,Granada,Santander,3,0,H,14.0,10.0,6.0,3.0
2425,SP2,2024-12-07,Huesca,Eibar,2,1,H,7.0,14.0,5.0,7.0
2425,SP2,2024-12-07,La Coruna,Zaragoza,1,1,D,6.0,26.0,2.0,4.0
2425,D2,2024-12-08,Fortuna Dusseldorf,Braunschweig,5,0,H,19.0,14.0,7.0,5.0
2425,D2,2024-12-08,Hamburg,Darmstadt,2,2,D,16.0,19.0,7.0,6.0
2425,D2,2024-12-08,Regensburg,FC Koln,0,1,A,11.0,13.0,2.0,3.0
2425,E1,2024-12-08,West Brom,Sheffield United,2,2,D,11.0,12.0,4.0,5.0
2425,I2,2024-12-08,Catanzaro,Brescia,2,1,H,16.0,10.0,4.0,3.0
2425,I2,2024-12-08,Cremonese,Reggiana,0,2,A,14.0,10.0,1.0,3.0
2425,I2,2024-12-08,Sassuolo,Sampdoria,5,1,H,12.0,9.0,10.0,2.0
2425,I2,2024-12-08,Spezia,Cittadella,5,0,H,18.0,8.0,10.0,2.0
2425,SP2,2024-12-08,Albacete,Castellon,0,0,D,9.0,5.0,2.0,0.0
2425,SP2,2024-12-08,Burgos,Eldense,1,0,H,12.0,10.0,4.0,2.0
2425,SP2,2024-12-08,Cordoba,Tenerife,3,0,H,22.0,6.0,8.0,1.0
2425,SP2,2024-12-08,Ferrol,Oviedo,1,5,A,8.0,26.0,2.0,15.0
2425,SP2,2024-12-08,Malaga,Almeria,1,1,D,10.0,24.0,1.0,8.0
2425,F2,2024-12-09,Metz,Dunkerque,2,0,H,12.0,11.0,6.0,1.0
2425,SP2,2024-12-09,Cartagena,Sp Gijon,1,0,H,11.0,10.0,8.0,3.0
2425,E1,2024-12-10,Burnley,Derby,0,0,D,14.0,6.0,4.0,1.0
2425,E1,2024-12-10,Leeds,Middlesbrough,3,1,H,17.0,6.0,5.0,2.0
2425,E1,2024-12-10,Luton,Stoke,2,1,H,18.0,15.0,8.0,4.0
2425,E1,2024-12-10,Plymouth,Swansea,1,2,A,14.0,10.0,2.0,2.0
2425,E1,2024-12-10,Portsmouth,Norwich,0,0,D,15.0,5.0,1.0,4.0
2425,E1,2024-12-10,Sheffield Weds,Blackburn,0,1,A,16.0,8.0,4.0,3.0
2425,E1,2024-12-10,Sunderland,Bristol City,1,1,D,21.0,7.0,5.0,2.0
2425,E1,2024-12-11,Cardiff,Preston,0,2,A,13.0,14.0,4.0,4.0
2425,E1,2024-12-11,Hull,Watford,1,1,D,13.0,12.0,4.0,2.0
2425,E1,2024-12-11,Millwall,Sheffield United,0,1,A,11.0,9.0,3.0,1.0
2425,E1,2024-12-11,QPR,Oxford,2,0,H,11.0,4.0,4.0,1.0
2425,E1,2024-12-11,West Brom,Coventry,2,0,H,10.0,16.0,2.0,4.0
2425,D2,2024-12-13,Hertha,Preußen Münster,1,2,A,13.0,12.0,4.0,3.0
2425,D2,2024-12-13,Karlsruhe,Regensburg,4,2,H,16.0,14.0,8.0,5.0
2425,E1,2024-12-13,Derby,Portsmouth,4,0,H,17.0,3.0,7.0,0.0
2425,F2,2024-12-13,Amiens,Laval,1,3,A,13.0,7.0,5.0,3.0
2425,F2,2024-12-13,Bastia,Guingamp,3,1,H,18.0,5.0,7.0,3.0
2425,F2,2024-12-13,Clermont,Rodez,1,1,D,18.0,13.0,7.0,6.0
2425,F2,2024-12-13,Pau FC,Ajaccio,1,0,H,23.0,10.0,7.0,3.0
2425,F2,2024-12-13,Troyes,Martigues,4,0,H,22.0,7.0,16.0,1.0
2425,I2,2024-12-13,Pisa,Bari,2,0,H,17.0,6.0,5.0,1.0
2425,SP2,2024-12-13,Almeria,Mirandes,1,0,H,9.0,11.0,4.0,3.0
2425,D2,2024-12-14,Darmstadt,Kaiserslautern,5,1,H,16.0,10.0,11.0,3.0
2425,D2,2024-12-14,Magdeburg,Paderborn,1,1,D,13.0,13.0,4.0,6.0
2425,D2,2024-12-14,Schalke 04,Fortuna Dusseldorf,1,1,D,17.0,7.0,10.0,3.0
2425,D2,2024-12-14,Ulm,Hamburg,1,1,D,15.0,6.0,5.0,2.0
2425,E1,2024-12-14,Blackburn,Luton,2,0,H,12.0,10.0,6.0,4.0
2425,E1,2024-12-14,Bristol City,QPR,1,1,D,17.0,5.0,5.0,2.0
2425,E1,2024-12-14,Coventry,Hull,2,1,H,18.0,10.0,7.0,4.0
2425,E1,2024-12-14,Middlesbrough,Millwall,1,0,H,11.0,12.0,2.0,4.0
2425,E1,2024-12-14,Oxford,Sheffield Weds,1,3,A,11.0,15.0,5.0,9.0
2425,E1,2024-12-14,Preston,Leeds,1,1,D,5.0,18.0,2.0,4.0
2425,E1,2024-12-14,Sheffield United,Plymouth,2,0,H,10.0,12.0,3.0,4.0
2425,E1,2024-12-14,Stoke,Cardiff,2,2,D,14.0,19.0,5.0,4.0
2425,E1,2024-12-14,Swansea,Sunderland,2,3,A,10.0,13.0,4.0,5.0
2425,F2,2024-12-14,Annecy,Metz,0,0,D,10.0,9.0,5.0,2.0
2425,F2,2024-12-14,Lorient,Paris FC,2,0,H,21.0,10.0,3.0,4.0
2425,F2,2024-12-14,Red Star,Grenoble,3,1,H,15.0,20.0,3.0,7.0
2425,I2,2024-12-14,Cesena,Cosenza,2,1,H,9.0,14.0,5.0,5.0
2425,I2,2024-12-14,Frosinone,Sassuolo,1,2,A,9.0,15.0,3.0,3.0
2425,I2,2024-12-14,Reggiana,Modena,0,1,A,13.0,11.0,2.0,4.0
2425,I2,2024-12-14,Sampdoria,Spezia,0,0,D,9.0,17.0,3.0,5.0
2425,I2,2024-12-14,Sudtirol,Mantova,2,2,D,11.0,14.0,5.0,5.0
2425,SP2,2024-12-14,Cadiz,Albacete,1,0,H,14.0,9.0,3.0,1.0
2425,SP2,2024-12-14,Castellon,Cartagena,4,1,H,24.0,9.0,13.0,7.0
2425,SP2,2024-12-14,Eibar,Zaragoza,2,1,H,12.0,6.0,6.0,3.0
2425,SP2,2024-12-14,Eldense,Elche,0,0,D,13.0,9.0,1.0,1.0
2425,SP2,2024-12-14,Levante,Cordoba,2,2,D,10.0,17.0,3.0,4.0
2425,SP2,2024-12-14,Oviedo,Granada,2,0,H,8.0,7.0,4.0,1.0
2425,D2,2024-12-15,Braunschweig,Elversberg,0,3,A,9.0,17.0,3.0,8.0
2425,D2,2024-12-15,FC Koln,Nurnberg,3,1,H,14.0,17.0,5.0,4.0
2425,D2,2024-12-15,Greuther Furth,Hannover,1,0,H,10.0,8.0,2.0,2.0
2425,E1,2024-12-15,Norwich,Burnley,1,2,A,12.0,10.0,6.0,5.0
2425,E1,2024-12-15,Watford,West Brom,2,1,H,14.0,15.0,7.0,6.0
2425,I2,2024-12-15,Brescia,Carrarese,0,0,D,5.0,16.0,1.0,4.0
2425,I2,2024-12-15,Cittadella,Cremonese,0,0,D,7.0,9.0,0.0,4.0
2425,I2,2024-12-15,Palermo,Catanzaro,1,2,A,27.0,10.0,7.0,5.0
2425,I2,2024-12-15,Salernitana,Juve Stabia,1,2,A,14.0,8.0,5.0,3.0
2425,SP2,2024-12-15,Burgos,Malaga,0,0,D,11.0,10.0,3.0,1.0
2425,SP2,2024-12-15,Santander,Huesca,0,1,A,16.0,7.0,7.0,4.0
2425,SP2,2024-12-15,Sp Gijon,Ferrol,1,3,A,24.0,7.0,8.0,3.0
2425,F2,2024-12-16,Dunkerque,Caen,3,1,H,18.0,5.0,8.0,2.0
2425,SP2,2024-12-17,Albacete,Levante,0,0,D,12.0,12.0,2.0,4.0
2425,SP2,2024-12-17,Cordoba,Eibar,2,1,H,12.0,13.0,5.0,5.0
2425,SP2,2024-12-17,Granada,Cartagena,4,1,H,18.0,10.0,5.0,3.0
2425,SP2,2024-12-17,Zaragoza,Oviedo,2,3,A,22.0,15.0,11.0,5.0
2425,SP2,2024-12-18,Ferrol,Almeria,1,4,A,16.0,8.0,10.0,4.0
2425,SP2,2024-12-18,Malaga,Eldense,3,0,H,16.0,15.0,6.0,4.0
2425,SP2,2024-12-18,Mirandes,Sp Gijon,1,1,D,6.0,14.0,3.0,6.0
2425,SP2,2024-12-19,Cadiz,Burgos,1,1,D,11.0,8.0,3.0,2.0
2425,SP2,2024-12-19,Elche,Santander,3,0,H,18.0,14.0,8.0,3.0
2425,SP2,2024-12-19,Huesca,Tenerife,1,0,H,10.0,12.0,4.0,2.0
2425,SP2,2024-12-19,La Coruna,Castellon,5,1,H,18.0,10.0,12.0,3.0
2425,D2,2024-12-20,Elversberg,Schalke 04,1,4,A,16.0,14.0,5.0,6.0
2425,D2,2024-12-20,Fortuna Dusseldorf,Magdeburg,2,5,A,13.0,16.0,6.0,11.0
2425,E1,2024-12-20,Luton,Derby,2,1,H,18.0,10.0,5.0,3.0
2425,I2,2024-12-20,Salernitana,Brescia,0,0,D,17.0,9.0,4.0,2.0
2425,SP2,2024-12-20,Cartagena,Albacete,0,0,D,10.0,13.0,0.0,4.0
2425,D2,2024-12-21,Hamburg,Greuther Furth,5,0,H,14.0,5.0,9.0,3.0
2425,D2,2024-12-21,Nurnberg,Braunschweig,1,0,H,15.0,9.0,5.0,2.0
2425,D2,2024-12-21,Paderborn,Karlsruhe,1,2,A,22.0,8.0,9.0,5.0
2425,D2,2024-12-21,Preußen Münster,Ulm,0,0,D,6.0,13.0,1.0,4.0
2425,E1,2024-12-21,Burnley,Watford,2,1,H,15.0,9.0,5.0,2.0
2425,E1,2024-12-21,Cardiff,Sheffield United,0,2,A,8.0,12.0,2.0,5.0
2425,E1,2024-12-21,Hull,Swansea,2,1,H,12.0,8.0,5.0,2.0
2425,E1,2024-12-21,Leeds,Oxford,4,0,H,23.0,6.0,9.0,0.0
2425,E1,2024-12-21,Millwall,Blackburn,1,0,H,17.0,6.0,4.0,1.0
2425,E1,2024-12-21,Plymouth,Middlesbrough,3,3,D,12.0,17.0,5.0,6.0
2425,E1,2024-12-21,Portsmouth,Coventry,4,1,H,12.0,7.0,7.0,3.0
2425,E1,2024-12-21,QPR,Preston,2,1,H,16.0,2.0,4.0,2.0
2425,E1,2024-12-21,Sheffield Weds,Stoke,2,0,H,6.0,15.0,4.0,4.0
2425,E1,2024-12-21,Sunderland,Norwich,2,1,H,7.0,7.0,4.0,4.0
2425,I2,2024-12-21,Bari,Sudtirol,0,1,A,14.0,18.0,2.0,6.0
2425,I2,2024-12-21,Carrarese,Cosenza,1,0,H,18.0,12.0,4.0,3.0
2425,I2,2024-12-21,Catanzaro,Spezia,0,1,A,15.0,16.0,3.0,3.0
2425,I2,2024-12-21,Cittadella,Reggiana,3,1,H,9.0,11.0,5.0,4.0
2425,I2,2024-12-21,Mantova,Frosinone,3,1,H,14.0,14.0,7.0,5.0
2425,I2,2024-12-21,Modena,Pisa,1,0,H,6.0,15.0,2.0,2.0
2425,I2,2024-12-21,Sassuolo,Palermo,2,1,H,13.0,16.0,3.0,4.0
2425,SP2,2024-12-21,Eibar,Granada,1,1,D,15.0,10.0,7.0,5.0
2425,SP2,2024-12-21,Oviedo,Cordoba,2,3,A,15.0,14.0,5.0,8.0
2425,SP2,2024-12-21,Sp Gijon,Malaga,1,3,A,23.0,8.0,8.0,5.0
2425,SP2,2024-12-21,Zaragoza,Ferrol,1,0,H,13.0,5.0,4.0,1.0
2425,D2,2024-12-22,Hannover,Hertha,0,0,D,7.0,17.0,1.0,4.0
2425,D2,2024-12-22,Kaiserslautern,FC Koln,0,1,A,10.0,12.0,4.0,7.0
2425,D2,2024-12-22,Regensburg,Darmstadt,2,1,H,14.0,21.0,5.0,6.0
2425,E1,2024-12-22,West Brom,Bristol City,2,0,H,17.0,8.0,4.0,2.0
2425,I2,2024-12-22,Cremonese,Sampdoria,1,1,D,34.0,6.0,9.0,4.0
2425,I2,2024-12-22,Juve Stabia,Cesena,1,0,H,8.0,5.0,2.0,1.0
2425,SP2,2024-12-22,Almeria,Cadiz,1,1,D,20.0,5.0,6.0,4.0
2425,SP2,2024-12-22,Burgos,Tenerife,1,0,H,9.0,5.0,3.0,0.0
2425,SP2,2024-12-22,Castellon,Elche,0,2,A,10.0,7.0,3.0,3.0
2425,SP2,2024-12-22,La Coruna,Mirandes,0,4,A,5.0,14.0,2.0,7.0
2425,SP2,2024-12-22,Levante,Huesca,1,1,D,14.0,6.0,5.0,2.0
2425,SP2,2024-12-22,Santander,Eldense,2,2,D,14.0,15.0,5.0,5.0
2425,E1,2024-12-26,Blackburn,Sunderland,2,2,D,12.0,13.0,3.0,4.0
2425,E1,2024-12-26,Bristol City,Luton,1,0,H,10.0,7.0,3.0,2.0
2425,E1,2024-12-26,Coventry,Plymouth,4,0,H,19.0,5.0,9.0,1.0
2425,E1,2024-12-26,Derby,West Brom,2,1,H,13.0,14.0,4.0,3.0
2425,E1,2024-12-26,Middlesbrough,Sheffield Weds,3,3,D,7.0,15.0,4.0,5.0
2425,E1,2024-12-26,Norwich,Millwall,2,1,H,9.0,8.0,4.0,2.0
2425,E1,2024-12-26,Oxford,Cardiff,3,2,H,13.0,8.0,5.0,3.0
2425,E1,2024-12-26,Preston,Hull,1,0,H,8.0,10.0,2.0,4.0
2425,E1,2024-12-26,Sheffield United,Burnley,0,2,A,9.0,8.0,3.0,4.0
2425,E1,2024-12-26,Stoke,Leeds,0,2,A,3.0,20.0,2.0,5.0
2425,E1,2024-12-26,Swansea,QPR,3,0,H,10.0,4.0,8.0,0.0
2425,E1,2024-12-26,Watford,Portsmouth,2,1,H,13.0,5.0,6.0,1.0
2425,I2,2024-12-26,Brescia,Modena,3,3,D,16.0,17.0,6.0,9.0
2425,I2,2024-12-26,Cesena,Cremonese,0,1,A,11.0,8.0,3.0,1.0
2425,I2,2024-12-26,Cosenza,Catanzaro,1,1,D,15.0,23.0,6.0,5.0
2425,I2,2024-12-26,Frosinone,Salernitana,2,0,H,19.0,5.0,9.0,1.0
2425,I2,2024-12-26,Palermo,Bari,1,0,H,19.0,19.0,6.0,6.0
2425,I2,2024-12-26,Pisa,Sassuolo,3,1,H,11.0,14.0,3.0,4.0
2425,I2,2024-12-26,Reggiana,Juve Stabia,2,1,H,18.0,13.0,9.0,4.0
2425,I2,2024-12-26,Sampdoria,Carrarese,1,1,D,31.0,5.0,9.0,3.0
2425,I2,2024-12-26,Spezia,Mantova,1,1,D,26.0,5.0,5.0,1.0
2425,I2,2024-12-26,Sudtirol,Cittadella,1,2,A,11.0,17.0,2.0,6.0
2425,E1,2024-12-29,Blackburn,Hull,0,1,A,14.0,8.0,2.0,3.0
2425,E1,2024-12-29,Bristol City,Portsmouth,3,0,H,20.0,5.0,7.0,2.0
2425,E1,2024-12-29,Coventry,Millwall,0,0,D,6.0,10.0,1.0,2.0
2425,E1,2024-12-29,Derby,Leeds,0,1,A,4.0,17.0,1.0,6.0
2425,E1,2024-12-29,Middlesbrough,Burnley,0,0,D,8.0,8.0,3.0,1.0
2425,E1,2024-12-29,Norwich,QPR,1,1,D,19.0,4.0,4.0,0.0
2425,E1,2024-12-29,Oxford,Plymouth,2,0,H,14.0,11.0,5.0,2.0
2425,E1,2024-12-29,Preston,Sheffield Weds,3,1,H,14.0,18.0,7.0,3.0
2425,E1,2024-12-29,Sheffield United,West Brom,1,1,D,14.0,10.0,2.0,6.0
2425,E1,2024-12-29,Stoke,Sunderland,1,0,H,11.0,22.0,4.0,7.0
2425,E1,2024-12-29,Swansea,Luton,2,1,H,12.0,4.0,9.0,1.0
2425,E1,2024-12-29,Watford,Cardiff,1,2,A,9.0,9.0,1.0,3.0
2425,I2,2024-12-29,Bari,Spezia,2,0,H,16.0,13.0,5.0,4.0
2425,I2,2024-12-29,Carrarese,Cesena,2,0,H,18.0,12.0,6.0,2.0
2425,I2,2024-12-29,Catanzaro,Salernitana,1,0,H,12.0,9.0,6.0,2.0
2425,I2,2024-12-29,Cittadella,Palermo,2,1,H,10.0,18.0,4.0,6.0
2425,I2,2024-12-29,Cremonese,Brescia,1,1,D,16.0,9.0,6.0,4.0
2425,I2,2024-12-29,Juve Stabia,Frosinone,1,1,D,10.0,8.0,4.0,2.0
2425,I2,2024-12-29,Mantova,Reggiana,0,2,A,6.0,17.0,1.0,5.0
2425,I2,2024-12-29,Modena,Sudtirol,0,0,D,8.0,16.0,2.0,2.0
2425,I2,2024-12-29,Sampdoria,Pisa,0,1,A,14.0,6.0,5.0,2.0
2425,I2,2024-12-29,Sassuolo,Cosenza,2,1,H,20.0,9.0,11.0,3.0
2425,E1,2025-01-01,Burnley,Stoke,0,0,D,18.0,14.0,2.0,3.0
2425,E1,2025-01-01,Cardiff,Coventry,1,1,D,12.0,17.0,2.0,7.0
2425,E1,2025-01-01,Hull,Middlesbrough,0,1,A,7.0,17.0,0.0,6.0
2425,E1,2025-01-01,Leeds,Blackburn,1,1,D,12.0,4.0,4.0,2.0
2425,E1,2025-01-01,Luton,Norwich,0,1,A,14.0,10.0,3.0,2.0
2425,E1,2025-01-01,Millwall,Oxford,0,1,A,15.0,8.0,4.0,2.0
2425,E1,2025-01-01,Plymouth,Bristol City,2,2,D,15.0,14.0,7.0,6.0
2425,E1,2025-01-01,Portsmouth,Swansea,4,0,H,14.0,12.0,6.0,3.0
2425,E1,2025-01-01,QPR,Watford,3,1,H,9.0,12.0,5.0,3.0
2425,E1,2025-01-01,Sheffield Weds,Derby,4,2,H,13.0,17.0,8.0,8.0
2425,E1,2025-01-01,Sunderland,Sheffield United,2,1,H,14.0,16.0,6.0,3.0
2425,E1,2025-01-01,West Brom,Preston,3,1,H,12.0,10.0,7.0,5.0
2425,F2,2025-01-03,Ajaccio,Annecy,1,2,A,18.0,10.0,4.0,6.0
2425,F2,2025-01-03,Amiens,Troyes,0,3,A,12.0,10.0,5.0,6.0
2425,F2,2025-01-03,Caen,Clermont,0,1,A,10.0,12.0,6.0,6.0
2425,F2,2025-01-03,Grenoble,Bastia,3,2,H,13.0,11.0,6.0,6.0
2425,F2,2025-01-03,Paris FC,Martigues,1,2,A,26.0,8.0,7.0,5.0
2425,F2,2025-01-03,Rodez,Red Star,0,2,A,13.0,12.0,5.0,4.0
2425,E1,2025-01-04,Blackburn,Burnley,0,1,A,11.0,4.0,1.0,2.0
2425,E1,2025-01-04,Bristol City,Derby,1,0,H,11.0,9.0,2.0,3.0
2425,E1,2025-01-04,Hull,Leeds,3,3,D,15.0,17.0,6.0,9.0
2425,E1,2025-01-04,Middlesbrough,Cardiff,1,1,D,9.0,8.0,3.0,2.0
